SAMPLE ID	FS	PFS
118C-1	0.0292742125984252	0.0165986904761905
118C-2	0.0299049212598425	0.017825
120C-1	0.0117879921259843	0.00763813775510204
120C-2	0.0222982283464567	0.0133819047619048
12C-1	0.0197732283464567	0.0107565816326531
12C-2	0.0257452755905512	0.0132540901360544
149C-1	0.025405905511811	0.0147947108843537
149C-2	0.0219435039370079	0.0127270068027211
161C-1	0.0362992125984252	0.0193208843537415
161C-2	0.0266826771653543	0.0166433588435374
16H-1	0.00905984251968504	0.00556255952380952
16H-2	0.0080511811023622	0.00489423469387755
17H-1	0.0086007874015748	0.00536910714285714
17H-2	0.00701318897637795	0.00375395408163265
188C-1	0.0275474409448819	0.0155232568027211
188C-2	0.0315832677165354	0.0173744302721088
191C-1	0.00231437007874016	0.00139932823129252
191C-2	0.00381889763779528	0.00183043367346939
194C-1	0.0214482283464567	0.0126048724489796
194C-2	0.0161612204724409	0.00924022108843538
210C-1	0.0115033464566929	0.00684288265306122
210C-2	0.0405785433070866	0.0231753826530612
217C-1	0.0176700787401575	0.00934716836734694
217C-2	0.0312	0.0167030102040816
235C-1	0.000123622047244094	8.01020408163265e-05
235C-2	0.00468031496062992	0.00218460884353742
239C-1	0.0356452755905512	0.019074574829932
239C-2	0.0261149606299213	0.0151196088435374
242C-1	0.0210781496062992	0.0114012925170068
242C-2	0.0189720472440945	0.0117124489795918
24H-1	0.0193681102362205	0.0106470408163265
24H-2	0.0158627952755905	0.00977138605442177
27H-1	0.0103185039370079	0.00628395408163265
27H-2	0.00336437007874016	0.00194219387755102
35H-1	0.0337783464566929	0.0180491836734694
35H-2	0.0124037401574803	0.0056930612244898
37H-1	0.0183031496062992	0.0106933843537415
37H-2	0.0130277559055118	0.00827312925170068
38H-1	0.00134547244094488	0.000782729591836735
38H-2	0.00454783464566929	0.00246623299319728
3C-1	0.0163746062992126	0.00941701530612245
3C-2	0.0185657480314961	0.0116191326530612
44C-1	0.026886811023622	0.0142990221088435
44C-2	0.0245645669291339	0.0125568707482993
50H-1	0.0197905511811024	0.0124654081632653
50H-2	0.0213062992125984	0.0132765986394558
53H-1	0.0261232283464567	0.0153934608843537
53H-2	0.0201222440944882	0.0123929846938776
54H-1	0.00829606299212599	0.00528319727891156
54H-2	0.0156748031496063	0.00958675170068027
55H-1	0.0232986220472441	0.0145835799319728
55H-2	0.0123114173228346	0.00776978741496599
57H-1	0.0417496062992126	0.0218209183673469
57H-2	0.0442236220472441	0.0238296768707483
60H-1	0.0227850393700787	0.0147637755102041
60H-2	0.0158253937007874	0.0102375
76C-1	0.0240771653543307	0.012443962585034
76C-2	0.0256023622047244	0.0126259948979592
87C-1	0.024532874015748	0.0140809268707483
87C-2	0.0418561023622047	0.0232819472789116
