SAMPLE ID	FS	PFS
118C-1	0.00651358267716535	0.00359166666666667
118C-2	0.00951456692913386	0.00547198129251701
120C-1	0.0129748031496063	0.00840714285714286
120C-2	0.00914566929133858	0.00592602040816327
12C-1	0.0226665354330709	0.0109225680272109
12C-2	0.0239320866141732	0.0123976530612245
149C-1	0.0144305118110236	0.00927104591836735
149C-2	0.0164299212598425	0.0106459183673469
161C-1	0.015536811023622	0.0100672193877551
16H-1	0.00864212598425197	0.00551464285714286
16H-2	0.00823464566929134	0.00510613095238095
17H-1	0.00285531496062992	0.00185012755102041
17H-2	0.00167814960629921	0.00108737244897959
188C-1	0.0023511811023622	0.0015234693877551
188C-2	0.0104862204724409	0.00673486394557823
191C-1	0.00143011811023622	0.000778613945578231
191C-2	0.00325649606299213	0.00184137755102041
194C-1	0.00777342519685039	0.00503686224489796
194C-2	0.0149505905511811	0.0095546343537415
210C-1	0.000574803149606299	0.000372406462585034
210C-2	0.00844173228346457	0.00546989795918367
217C-1	0.00917007874015748	0.00572163265306122
217C-2	0.00601929133858268	0.00386547619047619
235C-1	0.00127244094488189	0.000824489795918367
235C-2	0.002525	0.00163609693877551
239C-1	0.026280905511811	0.0150384523809524
239C-2	0.0180751968503937	0.0115230612244898
242C-1	0.0269143700787402	0.0138381292517007
24H-1	0.0126986220472441	0.0082281887755102
24H-2	0.0164677165354331	0.0106704081632653
27H-1	0.00645472440944882	0.0037603231292517
27H-2	0.00548287401574803	0.00325147959183673
35H-1	0.00175531496062992	0.00113737244897959
35H-2	0.00204133858267717	0.00132270408163265
37H-1	0.00308877952755905	0.00194159863945578
37H-2	0.00561850393700787	0.00330802721088435
38H-1	0.00464606299212598	0.00296168367346939
38H-2	0.00889665354330709	0.00576466836734694
3C-1	0.00428956692913386	0.00277946428571429
3C-2	0.00731555118110236	0.00474017857142857
44C-1	0.0154893700787402	0.00890517006802721
44C-2	0.0106350393700787	0.00482563775510204
50H-1	0.0165535433070866	0.0106319727891156
50H-2	0.00740295275590551	0.0047968112244898
53H-1	0.0157523622047244	0.010206887755102
53H-2	0.0142665354330709	0.00924413265306122
54H-1	0.00535708661417323	0.00347117346938775
54H-2	0.0186350393700787	0.0120747448979592
55H-1	0.0216080708661417	0.0138869472789116
55H-2	0.00586082677165354	0.00379757653061225
57H-1	0.0228427165354331	0.0123182823129252
57H-2	0.0189141732283465	0.0106430357142857
60H-1	0.0203389763779528	0.0131788265306122
60H-2	0.014013188976378	0.00889951530612245
76C-1	0.00786122047244094	0.00474757653061224
76C-2	0.00761102362204724	0.00451497448979592
87C-1	0.00516318897637795	0.00334553571428571
87C-2	0.0125883858267717	0.00815676020408163
