SAMPLE ID	FS	PFS
118C-1	0.0144470472440945	0.0059374149659864
118C-2	0.0145033464566929	0.0060625
120C-1	0.00900748031496063	0.00578994897959184
120C-2	0.0103600393700787	0.00450005952380952
12C-1	0.00796043307086614	0.00515803571428571
12C-2	0.000306299212598425	0.00013422619047619
149C-1	0.0239395669291339	0.0126721258503401
149C-2	0.0113698818897638	0.00649451530612245
16H-1	0.00153208661417323	0.000892942176870748
16H-2	1.53543307086614e-05	9.86394557823129e-06
17H-1	1.5748031496063e-05	1.02040816326531e-05
17H-2	0.00037244094488189	0.000189285714285714
188C-1	0.000232874015748031	0.000150892857142857
188C-2	0.0113279527559055	0.0065989880952381
191C-1	0	0
191C-2	0.00418799212598425	0.00210590986394558
194C-1	0.00373996062992126	0.00242334183673469
194C-2	0.000645866141732284	0.000418494897959184
210C-1	0.000541929133858268	0.000253954081632653
210C-2	0.000375590551181102	0.000243367346938776
217C-1	0.0121086614173228	0.00693477891156463
217C-2	0.00883425196850394	0.00546401360544218
235C-1	0.00840590551181102	0.00544668367346939
235C-2	0.00164153543307087	0.000806420068027211
239C-1	0.00797047244094488	0.00514341836734694
239C-2	0.0170740157480315	0.0105822278911565
242C-1	0.00587283464566929	0.00252788265306122
24H-1	0.00823799212598425	0.00533788265306122
24H-2	0.0171025590551181	0.0110817602040816
27H-1	0.00126653543307087	0.000820663265306122
27H-2	0.000396456692913386	0.000256887755102041
35H-1	5.2755905511811e-05	3.41836734693878e-05
35H-2	0.000186614173228346	0.000120918367346939
37H-1	0.00102165354330709	0.000657142857142857
37H-2	0.00120196850393701	0.000573086734693878
38H-1	0.00201181102362205	0.00130357142857143
38H-2	0.00198661417322835	0.00128163265306122
3C-1	0.00759035433070866	0.00491823979591837
44C-1	0.0012744094488189	0.000699829931972789
44C-2	2.91338582677165e-05	1.88775510204082e-05
50H-1	0.0018998031496063	0.00123099489795918
50H-2	0.00306968503937008	0.0019890306122449
53H-1	0.0110720472440945	0.00716234693877551
53H-2	0.00630728346456693	0.00408686224489796
54H-1	0.0105179133858268	0.00681517857142857
55H-1	0.000620866141732284	0.000402253401360544
55H-2	0	0
57H-1	0.000486811023622047	0.000315433673469388
57H-2	0.00646870078740157	0.00390055272108843
60H-1	0.00981771653543307	0.00607597789115646
60H-2	0.00905393700787402	0.00562096088435374
76C-1	0.00504763779527559	0.0029469387755102
76C-2	0.00210984251968504	0.0012109268707483
87C-1	0.00737677165354331	0.00477984693877551
87C-2	0.00827342519685039	0.00536084183673469
