SAMPLE ID	FS	PFS
118C-1	0.000690748031496063	0.000409651360544218
118C-2	0.0133659448818898	0.0066143537414966
120C-1	0.00894271653543307	0.00579451530612245
120C-2	0.000820472440944882	0.000340688775510204
12C-1	0.0320799212598425	0.0153566326530612
12C-2	0.0395986220472441	0.0202161139455782
149C-1	0.000134842519685039	5.82482993197279e-05
149C-2	0.000473622047244095	0.000306887755102041
161C-1	0.00302106299212598	0.00195752551020408
16H-1	0.0117714566929134	0.00756104591836735
16H-2	0.00287047244094488	0.00119985544217687
17H-1	0	0
17H-2	0.000486614173228346	0.00031530612244898
188C-1	0.000629724409448819	0.000408035714285714
188C-2	0.00852047244094488	0.00541352040816327
191C-1	0.000681299212598425	0.000293214285714286
191C-2	0.000353937007874016	0.000174642857142857
194C-1	0.00261791338582677	0.00169630102040816
194C-2	0.00292047244094488	0.00183133503401361
210C-1	0.00148562992125984	0.00089594387755102
210C-2	0.000286417322834646	0.000144515306122449
217C-1	0.00969370078740158	0.00625348639455782
217C-2	0.00615452755905512	0.00291368197278912
235C-1	0.000962795275590551	0.000623852040816326
235C-2	0.000128346456692913	8.31632653061225e-05
239C-1	0.00770807086614173	0.00492650510204082
239C-2	0.0013990157480315	0.000734472789115646
242C-1	0.0157200787401575	0.00813405612244898
24H-1	0.00387125984251968	0.00250841836734694
24H-2	0.0157574803149606	0.0102039965986395
27H-1	0.000785629921259843	0.000400382653061224
27H-2	0.0019759842519685	0.00128035714285714
35H-1	0.000196653543307087	0.000127423469387755
35H-2	0.000275984251968504	0.000178826530612245
37H-1	0.00133149606299213	0.000758452380952381
37H-2	0.00053503937007874	0.000290008503401361
38H-1	0.000505905511811024	0.00032780612244898
38H-2	0.00792263779527559	0.00474426870748299
3C-1	0.00674055118110236	0.00433557823129252
3C-2	0.00248169291338583	0.00160803571428571
44C-1	0.000149409448818898	9.42176870748299e-05
44C-2	4.94094488188976e-05	2.26190476190476e-05
50H-1	9.11417322834646e-05	5.90561224489796e-05
50H-2	0.0028011811023622	0.00163727891156463
53H-1	0.000517913385826772	0.000290280612244898
53H-2	0.000959251968503937	0.00062155612244898
54H-1	0.00073759842519685	0.000428044217687075
54H-2	0.00358897637795276	0.00232551020408163
55H-1	0.000958070866141732	0.000508852040816327
55H-2	0.000479724409448819	0.000233341836734694
57H-1	0.000503149606299213	0.000326020408163265
57H-2	0.0107220472440945	0.00651401360544218
60H-1	0.00050255905511811	0.000325637755102041
60H-2	0.00279035433070866	0.00175824829931973
76C-1	0.00126673228346457	0.000820790816326531
76C-2	0.000586220472440945	0.00037984693877551
87C-1	0.0025505905511811	0.00149175170068027
87C-2	0.0330133858267717	0.0173712670068027
